"REGION","COUNTRY","REPORTYEAR","POPULATION","donor_status","donor_type","donors"
"Eastern Mediterranean","State of Libya",2013,6.2,"Utilized","DCD",0
"Eastern Mediterranean","State of Libya",2014,6.3,"Actual","DBD",0
"Eastern Mediterranean","State of Libya",2014,6.3,"Actual","DCD",0
"Eastern Mediterranean","State of Libya",2014,6.3,"Utilized","DBD",0
"Eastern Mediterranean","State of Libya",2014,6.3,"Utilized","DCD",0
"Europe","Lithuania",2000,3.7,"Actual","DBD",35
"Europe","Lithuania",2002,3.7,"Actual","DBD",39
"Europe","Lithuania",2004,3.4,"Actual","DBD",7
"Europe","Lithuania",2005,3.4,"Actual","DBD",5
"Europe","Lithuania",2007,3.4,"Actual","DBD",48
"Europe","Lithuania",2007,3.4,"Actual","DCD",0
"Europe","Lithuania",2008,3.4,"Actual","DBD",33
"Europe","Lithuania",2009,3.3,"Utilized","DBD",50
"Europe","Lithuania",2009,3.3,"Utilized","DCD",0
"Europe","Lithuania",2010,3.3,"Actual","DBD",36
"Europe","Lithuania",2010,3.3,"Actual","DCD",0
"Europe","Lithuania",2011,3.3,"Actual","DBD",39
"Europe","Lithuania",2011,3.3,"Actual","DCD",0
"Europe","Lithuania",2012,3.3,"Actual","DBD",41
"Europe","Lithuania",2012,3.3,"Actual","DCD",0
"Europe","Lithuania",2013,3,"Actual","DBD",50
"Europe","Lithuania",2013,3,"Actual","DCD",0
"Europe","Lithuania",2013,3,"Utilized","DBD",50
"Europe","Lithuania",2013,3,"Utilized","DCD",0
"Europe","Lithuania",2014,3,"Actual","DBD",31
"Europe","Lithuania",2014,3,"Actual","DCD",0
"Europe","Lithuania",2014,3,"Utilized","DBD",30
"Europe","Lithuania",2014,3,"Utilized","DCD",0
"Europe","Luxembourg",2000,0.4,"Actual","DBD",3
"Europe","Luxembourg",2001,0.4,"Actual","DBD",8
"Europe","Luxembourg",2002,0.4,"Actual","DBD",1
"Europe","Luxembourg",2003,0.4,"Actual","DBD",3
"Europe","Luxembourg",2005,0.5,"Actual","DBD",0
"Europe","Luxembourg",2005,0.5,"Actual","DCD",0
"Europe","Luxembourg",2007,0.5,"Actual","DBD",1
"Europe","Luxembourg",2007,0.5,"Actual","DCD",0
"Europe","Luxembourg",2008,0.5,"Actual","DBD",9
"Europe","Luxembourg",2010,0.5,"Actual","DBD",3
"Europe","Luxembourg",2010,0.5,"Actual","DCD",0
"Europe","Luxembourg",2012,0.5,"Actual","DBD",4
"Europe","Luxembourg",2012,0.5,"Actual","DCD",0
"Europe","Luxembourg",2013,0.5,"Actual","DBD",8
"Europe","Luxembourg",2013,0.5,"Actual","DCD",0
"Europe","Luxembourg",2014,0.5,"Actual","DBD",4
"Europe","Luxembourg",2014,0.5,"Actual","DCD",0
"Europe","Luxembourg",2014,0.5,"Utilized","DBD",4
"Europe","Luxembourg",2014,0.5,"Utilized","DCD",0
"Western Pacific","Malaysia",2006,25.8,"Actual","DBD",11
"Western Pacific","Malaysia",2006,25.8,"Actual","DCD",14
"Western Pacific","Malaysia",2007,26.2,"Actual","DBD",15
"Western Pacific","Malaysia",2007,26.2,"Actual","DCD",10
"Western Pacific","Malaysia",2008,27,"Actual","DBD",13
"Western Pacific","Malaysia",2009,27.5,"Actual","DBD",18
"Western Pacific","Malaysia",2009,27.5,"Actual","DCD",0
"Western Pacific","Malaysia",2010,27.9,"Actual","DBD",18
"Western Pacific","Malaysia",2010,27.9,"Actual","DCD",0
"Western Pacific","Malaysia",2011,28.9,"Actual","DBD",23
"Western Pacific","Malaysia",2011,28.9,"Actual","DCD",0
"Western Pacific","Malaysia",2011,28.9,"Utilized","DBD",22
"Western Pacific","Malaysia",2011,28.9,"Utilized","DCD",0
"Western Pacific","Malaysia",2012,29.3,"Actual","DBD",18
"Western Pacific","Malaysia",2012,29.3,"Actual","DCD",0
"Western Pacific","Malaysia",2012,29.3,"Utilized","DBD",18
"Western Pacific","Malaysia",2012,29.3,"Utilized","DCD",0
"Western Pacific","Malaysia",2013,29.7,"Actual","DBD",16
"Western Pacific","Malaysia",2013,29.7,"Actual","DCD",0
"Western Pacific","Malaysia",2013,29.7,"Utilized","DBD",13
"Western Pacific","Malaysia",2013,29.7,"Utilized","DCD",0
"Western Pacific","Malaysia",2014,30.2,"Actual","DBD",21
"Western Pacific","Malaysia",2014,30.2,"Actual","DCD",1
"Western Pacific","Malaysia",2014,30.2,"Utilized","DBD",21
"Western Pacific","Malaysia",2014,30.2,"Utilized","DCD",1
"South-East Asia","Maldives",2009,0.3,"Actual","DBD",0
"South-East Asia","Maldives",2009,0.3,"Actual","DCD",0
"South-East Asia","Maldives",2010,0.3,"Actual","DBD",0
"South-East Asia","Maldives",2010,0.3,"Actual","DCD",0
"South-East Asia","Maldives",2011,0.3,"Actual","DBD",0
"South-East Asia","Maldives",2011,0.3,"Actual","DCD",0
"South-East Asia","Maldives",2011,0.3,"Utilized","DBD",0
"South-East Asia","Maldives",2011,0.3,"Utilized","DCD",0
"South-East Asia","Maldives",2012,0.3,"Actual","DBD",0
"South-East Asia","Maldives",2012,0.3,"Actual","DCD",0
"South-East Asia","Maldives",2012,0.3,"Utilized","DBD",0
"South-East Asia","Maldives",2012,0.3,"Utilized","DCD",0
"South-East Asia","Maldives",2013,0.3,"Actual","DBD",0
"South-East Asia","Maldives",2013,0.3,"Actual","DCD",0
"South-East Asia","Maldives",2013,0.3,"Utilized","DBD",0
"South-East Asia","Maldives",2013,0.3,"Utilized","DCD",0
"South-East Asia","Maldives",2014,0.4,"Actual","DBD",0
"South-East Asia","Maldives",2014,0.4,"Actual","DCD",0
"South-East Asia","Maldives",2014,0.4,"Utilized","DBD",0
"South-East Asia","Maldives",2014,0.4,"Utilized","DCD",0
"Africa","Mali",2012,16.3,"Actual","DBD",0
"Africa","Mali",2012,16.3,"Actual","DCD",0
"Africa","Mali",2012,16.3,"Utilized","DBD",0
"Africa","Mali",2012,16.3,"Utilized","DCD",0
"Africa","Mali",2013,15.3,"Actual","DBD",0
"Africa","Mali",2013,15.3,"Actual","DCD",0
"Africa","Mali",2013,15.3,"Utilized","DBD",0
"Africa","Mali",2013,15.3,"Utilized","DCD",0
"Africa","Mali",2014,15.8,"Actual","DBD",0
"Africa","Mali",2014,15.8,"Actual","DCD",0
"Africa","Mali",2014,15.8,"Utilized","DBD",0
"Africa","Mali",2014,15.8,"Utilized","DCD",0
"Europe","Malta",2000,0.4,"Actual","DBD",6
"Europe","Malta",2001,0.4,"Actual","DBD",6
"Europe","Malta",2002,0.4,"Actual","DBD",6
"Europe","Malta",2003,0.4,"Actual","DBD",6
"Europe","Malta",2004,0.4,"Actual","DBD",4
"Europe","Malta",2010,0.4,"Actual","DBD",9
"Europe","Malta",2010,0.4,"Actual","DCD",0
"Europe","Malta",2011,0.4,"Actual","DBD",12
"Europe","Malta",2011,0.4,"Actual","DCD",0
"Europe","Malta",2012,0.4,"Actual","DBD",12
"Europe","Malta",2012,0.4,"Actual","DCD",0
"Europe","Malta",2013,0.4,"Actual","DBD",14
"Europe","Malta",2013,0.4,"Actual","DCD",0
"Europe","Malta",2013,0.4,"Utilized","DBD",11
"Europe","Malta",2013,0.4,"Utilized","DCD",0
"Europe","Malta",2014,0.4,"Actual","DBD",12
"Europe","Malta",2014,0.4,"Actual","DCD",0
"Africa","Mauritius",2010,1.3,"Actual","DBD",0
"Africa","Mauritius",2010,1.3,"Actual","DCD",0
"Africa","Mauritius",2011,1.3,"Actual","DBD",0
"Africa","Mauritius",2011,1.3,"Actual","DCD",0
"Africa","Mauritius",2012,1.3,"Actual","DBD",0
"Africa","Mauritius",2012,1.3,"Actual","DCD",0
"Africa","Mauritius",2013,1.2,"Actual","DBD",0
"Africa","Mauritius",2013,1.2,"Actual","DCD",0
"Africa","Mauritius",2014,1.2,"Actual","DBD",0
"Africa","Mauritius",2014,1.2,"Actual","DCD",0
"America","Mexico",2004,104.9,"Actual","DBD",330
"America","Mexico",2005,107,"Actual","DBD",141
"America","Mexico",2007,109.6,"Actual","DBD",351
"America","Mexico",2009,109.6,"Actual","DBD",312
"America","Mexico",2009,109.6,"Actual","DCD",0
"America","Mexico",2010,110.6,"Actual","DBD",315
"America","Mexico",2010,110.6,"Actual","DCD",0
"America","Mexico",2011,114.8,"Actual","DBD",356
"America","Mexico",2011,114.8,"Actual","DCD",0
"America","Mexico",2012,116.1,"Actual","DBD",411
"America","Mexico",2012,116.1,"Actual","DCD",2
"America","Mexico",2013,122.3,"Actual","DBD",438
"America","Mexico",2013,122.3,"Actual","DCD",0
"America","Mexico",2013,122.3,"Utilized","DBD",438
"America","Mexico",2013,122.3,"Utilized","DCD",0
"America","Mexico",2014,123.8,"Actual","DBD",416
"America","Mexico",2014,123.8,"Actual","DCD",0
"America","Mexico",2014,123.8,"Utilized","DBD",405
"America","Mexico",2014,123.8,"Utilized","DCD",0
"Western Pacific","Mongolia",2005,2.6,"Actual","DBD",0
"Western Pacific","Mongolia",2005,2.6,"Actual","DCD",0
"Western Pacific","Mongolia",2009,2.7,"Actual","DBD",3
"Western Pacific","Mongolia",2010,2.7,"Actual","DBD",1
"Western Pacific","Mongolia",2010,2.7,"Actual","DCD",0
"Western Pacific","Mongolia",2011,2.8,"Actual","DBD",4
"Western Pacific","Mongolia",2011,2.8,"Actual","DCD",0
"Western Pacific","Mongolia",2011,2.8,"Utilized","DBD",4
"Western Pacific","Mongolia",2011,2.8,"Utilized","DCD",0
"Western Pacific","Mongolia",2012,2.8,"Actual","DBD",0
"Western Pacific","Mongolia",2012,2.8,"Actual","DCD",0
"Western Pacific","Mongolia",2012,2.8,"Utilized","DBD",0
"Western Pacific","Mongolia",2012,2.8,"Utilized","DCD",0
"Western Pacific","Mongolia",2013,2.8,"Actual","DBD",0
"Western Pacific","Mongolia",2013,2.8,"Actual","DCD",0
"Western Pacific","Mongolia",2013,2.8,"Utilized","DBD",0
"Western Pacific","Mongolia",2013,2.8,"Utilized","DCD",0
"Western Pacific","Mongolia",2014,2.9,"Actual","DBD",0
"Western Pacific","Mongolia",2014,2.9,"Actual","DCD",0
"Western Pacific","Mongolia",2014,2.9,"Utilized","DBD",0
"Western Pacific","Mongolia",2014,2.9,"Utilized","DCD",0
"Europe","Montenegro",2013,0.6,"Actual","DBD",1
"Europe","Montenegro",2013,0.6,"Actual","DCD",0
"Europe","Montenegro",2013,0.6,"Utilized","DBD",1
"Europe","Montenegro",2013,0.6,"Utilized","DCD",0
"Europe","Montenegro",2014,0.6,"Actual","DBD",7
"Europe","Montenegro",2014,0.6,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2010,32.4,"Actual","DBD",5
"Eastern Mediterranean","Morocco",2010,32.4,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2011,32.3,"Actual","DBD",3
"Eastern Mediterranean","Morocco",2011,32.3,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2011,32.3,"Utilized","DBD",3
"Eastern Mediterranean","Morocco",2011,32.3,"Utilized","DCD",0
"Eastern Mediterranean","Morocco",2013,33,"Actual","DBD",4
"Eastern Mediterranean","Morocco",2013,33,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2013,33,"Utilized","DBD",4
"Eastern Mediterranean","Morocco",2013,33,"Utilized","DCD",0
"Eastern Mediterranean","Morocco",2014,33.5,"Actual","DBD",4
"Eastern Mediterranean","Morocco",2014,33.5,"Actual","DCD",0
"Eastern Mediterranean","Morocco",2014,33.5,"Utilized","DBD",4
"Eastern Mediterranean","Morocco",2014,33.5,"Utilized","DCD",0
"South-East Asia","Myanmar",2007,51.5,"Actual","DBD",1
"South-East Asia","Myanmar",2007,51.5,"Actual","DCD",0
"South-East Asia","Myanmar",2009,50,"Actual","DBD",1
"South-East Asia","Myanmar",2010,50.5,"Actual","DBD",1
"South-East Asia","Myanmar",2011,48.3,"Actual","DBD",1
"South-East Asia","Myanmar",2012,48.7,"Actual","DBD",1
"South-East Asia","Myanmar",2013,53.3,"Actual","DBD",1
"South-East Asia","Nepal",2009,29.3,"Actual","DBD",0
"South-East Asia","Nepal",2009,29.3,"Actual","DCD",0
"South-East Asia","Nepal",2010,29.9,"Actual","DBD",0
"South-East Asia","Nepal",2010,29.9,"Actual","DCD",0
"South-East Asia","Nepal",2011,30.5,"Actual","DBD",0
"South-East Asia","Nepal",2011,30.5,"Actual","DCD",0
"South-East Asia","Nepal",2012,31,"Actual","DBD",0
"South-East Asia","Nepal",2012,31,"Actual","DCD",0
"South-East Asia","Nepal",2013,27.8,"Actual","DBD",0
"South-East Asia","Nepal",2013,27.8,"Actual","DCD",0
"South-East Asia","Nepal",2014,28.1,"Actual","DBD",0
"South-East Asia","Nepal",2014,28.1,"Actual","DCD",0
"South-East Asia","Nepal",2014,28.1,"Utilized","DBD",0
"South-East Asia","Nepal",2014,28.1,"Utilized","DCD",0
"Europe","Netherlands",2000,15.8,"Actual","DBD",202
"Europe","Netherlands",2001,15.9,"Actual","DBD",187
"Europe","Netherlands",2002,16,"Actual","DBD",202
"Europe","Netherlands",2003,16.1,"Actual","DBD",141
"Europe","Netherlands",2003,16.1,"Actual","DCD",98
"Europe","Netherlands",2004,16.2,"Actual","DBD",136
"Europe","Netherlands",2004,16.2,"Actual","DCD",111
"Europe","Netherlands",2005,16.3,"Actual","DBD",119
"Europe","Netherlands",2005,16.3,"Actual","DCD",120
"Europe","Netherlands",2006,16.4,"Actual","DBD",111
"Europe","Netherlands",2006,16.4,"Actual","DCD",100
"Europe","Netherlands",2007,16.4,"Actual","DBD",163
"Europe","Netherlands",2007,16.4,"Actual","DCD",114
"Europe","Netherlands",2008,16.5,"Actual","DBD",119
"Europe","Netherlands",2008,16.5,"Actual","DCD",91
"Europe","Netherlands",2009,16.6,"Actual","DBD",131
"Europe","Netherlands",2009,16.6,"Actual","DCD",96
"Europe","Netherlands",2009,16.6,"Utilized","DBD",130
"Europe","Netherlands",2009,16.6,"Utilized","DCD",85
"Europe","Netherlands",2010,16.7,"Actual","DBD",143
"Europe","Netherlands",2010,16.7,"Actual","DCD",84
"Europe","Netherlands",2011,16.7,"Actual","DBD",110
"Europe","Netherlands",2011,16.7,"Actual","DCD",117
"Europe","Netherlands",2012,16.7,"Actual","DBD",128
"Europe","Netherlands",2012,16.7,"Actual","DCD",128
"Europe","Netherlands",2013,16.8,"Actual","DBD",107
"Europe","Netherlands",2013,16.8,"Actual","DCD",160
"Europe","Netherlands",2013,16.8,"Utilized","DBD",105
"Europe","Netherlands",2013,16.8,"Utilized","DCD",150
"Europe","Netherlands",2014,16.8,"Actual","DBD",150
"Europe","Netherlands",2014,16.8,"Actual","DCD",132
"Europe","Netherlands",2014,16.8,"Utilized","DBD",150
"Europe","Netherlands",2014,16.8,"Utilized","DCD",121
"Western Pacific","New Zealand",2003,3.9,"Actual","DBD",40
"Western Pacific","New Zealand",2004,3.9,"Actual","DBD",40
"Western Pacific","New Zealand",2005,4,"Actual","DBD",29
"Western Pacific","New Zealand",2007,4.1,"Actual","DBD",38
"Western Pacific","New Zealand",2008,4.2,"Actual","DBD",29
"Western Pacific","New Zealand",2008,4.2,"Actual","DCD",2
"Western Pacific","New Zealand",2009,4.3,"Actual","DBD",41
"Western Pacific","New Zealand",2009,4.3,"Actual","DCD",2
"Western Pacific","New Zealand",2010,4.3,"Actual","DBD",37
"Western Pacific","New Zealand",2010,4.3,"Actual","DCD",1
"Western Pacific","New Zealand",2011,4.4,"Actual","DBD",33
"Western Pacific","New Zealand",2011,4.4,"Actual","DCD",2
"Western Pacific","New Zealand",2012,4.5,"Actual","DBD",38
"Western Pacific","New Zealand",2012,4.5,"Actual","DCD",0
"Western Pacific","New Zealand",2013,4.5,"Actual","DBD",34
"Western Pacific","New Zealand",2013,4.5,"Actual","DCD",2
"Western Pacific","New Zealand",2013,4.5,"Utilized","DBD",34
"Western Pacific","New Zealand",2013,4.5,"Utilized","DCD",2
"Western Pacific","New Zealand",2014,4.6,"Actual","DBD",40
"Western Pacific","New Zealand",2014,4.6,"Actual","DCD",6
"Western Pacific","New Zealand",2014,4.6,"Utilized","DBD",37
"Western Pacific","New Zealand",2014,4.6,"Utilized","DCD",4
"America","Nicaragua",2009,5.7,"Actual","DBD",0
"America","Nicaragua",2009,5.7,"Actual","DCD",0
"America","Nicaragua",2010,5.8,"Actual","DBD",0
"America","Nicaragua",2010,5.8,"Actual","DCD",0
"America","Nicaragua",2012,6,"Actual","DCD",0
"America","Nicaragua",2012,6,"Utilized","DBD",0
"America","Nicaragua",2012,6,"Utilized","DCD",0
"America","Nicaragua",2013,6.1,"Actual","DCD",0
"America","Nicaragua",2013,6.1,"Utilized","DBD",0
"America","Nicaragua",2013,6.1,"Utilized","DCD",0
"America","Nicaragua",2014,6.2,"Actual","DBD",0
"America","Nicaragua",2014,6.2,"Actual","DCD",0
"America","Nicaragua",2014,6.2,"Utilized","DBD",0
"America","Nicaragua",2014,6.2,"Utilized","DCD",0
"Africa","Nigeria",2005,131.5,"Actual","DBD",0
"Africa","Nigeria",2005,131.5,"Actual","DCD",0
"Africa","Nigeria",2007,137.2,"Actual","DBD",0
"Africa","Nigeria",2007,137.2,"Actual","DCD",0
"Africa","Nigeria",2010,158.3,"Actual","DBD",0
"Africa","Nigeria",2010,158.3,"Actual","DCD",0
"Africa","Nigeria",2011,162.5,"Actual","DBD",0
"Africa","Nigeria",2011,162.5,"Actual","DCD",0
"Africa","Nigeria",2011,162.5,"Utilized","DBD",0
"Africa","Nigeria",2011,162.5,"Utilized","DCD",0
"Africa","Nigeria",2012,166.6,"Actual","DBD",0
"Africa","Nigeria",2012,166.6,"Actual","DCD",0
"Africa","Nigeria",2012,166.6,"Utilized","DBD",0
"Africa","Nigeria",2012,166.6,"Utilized","DCD",0
"Africa","Nigeria",2013,173.6,"Actual","DBD",0
"Africa","Nigeria",2013,173.6,"Actual","DCD",0
"Africa","Nigeria",2013,173.6,"Utilized","DBD",0
"Africa","Nigeria",2013,173.6,"Utilized","DCD",0
"Africa","Nigeria",2014,178.5,"Actual","DBD",0
"Africa","Nigeria",2014,178.5,"Actual","DCD",0
"Africa","Nigeria",2014,178.5,"Utilized","DBD",0
"Africa","Nigeria",2014,178.5,"Utilized","DCD",0
"Europe","Norway",2000,4.5,"Actual","DBD",79
"Europe","Norway",2001,4.5,"Actual","DBD",65
"Europe","Norway",2002,4.5,"Actual","DBD",62
"Europe","Norway",2003,4.5,"Actual","DBD",86
"Europe","Norway",2003,4.5,"Actual","DCD",1
"Europe","Norway",2005,4.6,"Actual","DBD",76
"Europe","Norway",2007,4.7,"Actual","DBD",94
"Europe","Norway",2009,4.8,"Actual","DBD",102
"Europe","Norway",2009,4.8,"Actual","DCD",0
"Europe","Norway",2009,4.8,"Utilized","DBD",102
"Europe","Norway",2009,4.8,"Utilized","DCD",0
"Europe","Norway",2010,4.9,"Actual","DBD",102
"Europe","Norway",2011,4.9,"Actual","DBD",127
"Europe","Norway",2011,4.9,"Actual","DCD",0
"Europe","Norway",2012,5,"Actual","DBD",117
"Europe","Norway",2012,5,"Actual","DCD",0
"Europe","Norway",2013,5,"Actual","DBD",111
"Europe","Norway",2013,5,"Actual","DCD",0
"Europe","Norway",2014,5.1,"Actual","DBD",114
"Europe","Norway",2014,5.1,"Actual","DCD",2
"Europe","Norway",2014,5.1,"Utilized","DBD",114
"Europe","Norway",2014,5.1,"Utilized","DCD",2
"Eastern Mediterranean","Oman",2004,2.9,"Actual","DBD",0
"Eastern Mediterranean","Oman",2004,2.9,"Actual","DCD",0
"Eastern Mediterranean","Oman",2009,2.8,"Actual","DBD",0
"Eastern Mediterranean","Oman",2009,2.8,"Actual","DCD",0
"Eastern Mediterranean","Oman",2010,2.9,"Actual","DCD",2
"Eastern Mediterranean","Oman",2011,2.8,"Actual","DBD",0
"Eastern Mediterranean","Oman",2011,2.8,"Actual","DCD",0
"Eastern Mediterranean","Oman",2011,2.8,"Utilized","DBD",0
"Eastern Mediterranean","Oman",2011,2.8,"Utilized","DCD",0
"Eastern Mediterranean","Oman",2012,2.9,"Actual","DBD",0
"Eastern Mediterranean","Oman",2012,2.9,"Actual","DCD",0
"Eastern Mediterranean","Oman",2012,2.9,"Utilized","DBD",0
"Eastern Mediterranean","Oman",2012,2.9,"Utilized","DCD",0
"Eastern Mediterranean","Oman",2013,3.6,"Actual","DBD",0
"Eastern Mediterranean","Oman",2013,3.6,"Actual","DCD",0
"Eastern Mediterranean","Oman",2013,3.6,"Utilized","DBD",0
"Eastern Mediterranean","Oman",2013,3.6,"Utilized","DCD",0
"Eastern Mediterranean","Pakistan",2004,157.3,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2004,157.3,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2005,157.9,"Actual","DBD",1
"Eastern Mediterranean","Pakistan",2005,157.9,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2006,161.2,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2006,161.2,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2009,180.8,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2009,180.8,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2010,184.8,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2010,184.8,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2011,176.7,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2011,176.7,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2012,180,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2012,180,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2013,182.1,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2013,182.1,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2014,185.1,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2014,185.1,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2014,185.1,"Utilized","DBD",0
"Eastern Mediterranean","Pakistan",2014,185.1,"Utilized","DCD",0
"America","Panama",2004,3.2,"Actual","DBD",7
"America","Panama",2005,3.2,"Actual","DBD",10
"America","Panama",2007,3.3,"Actual","DBD",11
"America","Panama",2011,3.6,"Actual","DBD",24
"America","Panama",2011,3.6,"Actual","DCD",0
"America","Panama",2012,3.6,"Actual","DBD",24
"America","Panama",2012,3.6,"Actual","DCD",0
"America","Panama",2013,3.9,"Actual","DBD",22
"America","Panama",2013,3.9,"Actual","DCD",0
"America","Panama",2013,3.9,"Utilized","DBD",22
"America","Panama",2013,3.9,"Utilized","DCD",0
"America","Panama",2014,3.9,"Actual","DBD",28
"America","Panama",2014,3.9,"Actual","DCD",0
"America","Panama",2014,3.9,"Utilized","DBD",23
"America","Panama",2014,3.9,"Utilized","DCD",0
"America","Paraguay",2004,6,"Actual","DBD",1
"America","Paraguay",2005,6.2,"Actual","DBD",2
"America","Paraguay",2010,6.5,"Actual","DBD",12
"America","Paraguay",2011,6.6,"Actual","DBD",0
"America","Paraguay",2011,6.6,"Actual","DCD",0
"America","Paraguay",2012,6.7,"Actual","DBD",50
"America","Paraguay",2012,6.7,"Actual","DCD",0
"America","Paraguay",2013,6.8,"Actual","DBD",13
"America","Paraguay",2013,6.8,"Actual","DCD",0
"America","Paraguay",2013,6.8,"Utilized","DBD",13
"America","Paraguay",2013,6.8,"Utilized","DCD",0
"America","Paraguay",2014,6.9,"Actual","DBD",9
"America","Paraguay",2014,6.9,"Actual","DCD",0
"America","Paraguay",2014,6.9,"Utilized","DBD",9
"America","Paraguay",2014,6.9,"Utilized","DCD",0
"America","Peru",2004,27.6,"Actual","DBD",29
"America","Peru",2005,28,"Actual","DBD",22
"America","Peru",2010,29.5,"Actual","DBD",94
"America","Peru",2011,29.4,"Actual","DBD",127
"America","Peru",2011,29.4,"Actual","DCD",0
"America","Peru",2012,29.7,"Actual","DBD",94
"America","Peru",2012,29.7,"Actual","DCD",0
"America","Peru",2013,30.4,"Actual","DBD",97
"America","Peru",2013,30.4,"Actual","DCD",0
"America","Peru",2013,30.4,"Utilized","DBD",97
"America","Peru",2013,30.4,"Utilized","DCD",0
"America","Peru",2014,30.8,"Actual","DBD",73
"America","Peru",2014,30.8,"Actual","DCD",0
"America","Peru",2014,30.8,"Utilized","DBD",68
"America","Peru",2014,30.8,"Utilized","DCD",0
"Western Pacific","Philippines",2005,83.1,"Actual","DCD",0
"Western Pacific","Philippines",2006,84.5,"Actual","DBD",19
"Western Pacific","Philippines",2006,84.5,"Actual","DCD",0
"Western Pacific","Philippines",2007,85.9,"Actual","DBD",16
"Western Pacific","Philippines",2007,85.9,"Actual","DCD",0
"Western Pacific","Philippines",2011,94.9,"Actual","DBD",43
"Western Pacific","Philippines",2011,94.9,"Actual","DCD",0
"Western Pacific","Philippines",2011,94.9,"Utilized","DBD",43
"Western Pacific","Philippines",2011,94.9,"Utilized","DCD",0
"Western Pacific","Philippines",2012,96.5,"Actual","DBD",43
"Western Pacific","Philippines",2012,96.5,"Actual","DCD",0
"Western Pacific","Philippines",2012,96.5,"Utilized","DBD",43
"Western Pacific","Philippines",2012,96.5,"Utilized","DCD",0
"Western Pacific","Philippines",2013,98.4,"Actual","DBD",36
"Western Pacific","Philippines",2013,98.4,"Actual","DCD",0
"Western Pacific","Philippines",2013,98.4,"Utilized","DBD",36
"Western Pacific","Philippines",2013,98.4,"Utilized","DCD",0
"Europe","Poland",2000,38.8,"Actual","DBD",410
"Europe","Poland",2001,38.6,"Actual","DBD",450
"Europe","Poland",2002,38.5,"Actual","DBD",490
"Europe","Poland",2003,38.6,"Actual","DBD",525
"Europe","Poland",2004,38.6,"Actual","DBD",562
"Europe","Poland",2005,38.5,"Actual","DBD",556
"Europe","Poland",2007,38.5,"Actual","DBD",295
"Europe","Poland",2007,38.5,"Actual","DCD",7
"Europe","Poland",2008,38,"Actual","DBD",427
"Europe","Poland",2009,38.1,"Utilized","DBD",410
"Europe","Poland",2009,38.1,"Utilized","DCD",0
"Europe","Poland",2010,38,"Actual","DBD",509
"Europe","Poland",2010,38,"Actual","DCD",0
"Europe","Poland",2011,38.3,"Actual","DBD",553
"Europe","Poland",2011,38.3,"Actual","DCD",0
"Europe","Poland",2012,38.3,"Actual","DBD",615
"Europe","Poland",2012,38.3,"Actual","DCD",0
"Europe","Poland",2013,38.2,"Actual","DBD",593
"Europe","Poland",2013,38.2,"Actual","DCD",0
"Europe","Poland",2013,38.2,"Utilized","DBD",574
"Europe","Poland",2013,38.2,"Utilized","DCD",0
"Europe","Poland",2014,38.2,"Actual","DBD",594
"Europe","Poland",2014,38.2,"Actual","DCD",0
"Europe","Poland",2014,38.2,"Utilized","DBD",572
"Europe","Poland",2014,38.2,"Utilized","DCD",0
"Europe","Portugal",2000,9.9,"Actual","DBD",194
"Europe","Portugal",2001,10,"Actual","DBD",202
"Europe","Portugal",2002,10,"Actual","DBD",217
"Europe","Portugal",2003,10.1,"Actual","DBD",190
"Europe","Portugal",2004,10.1,"Actual","DBD",222
"Europe","Portugal",2005,10.5,"Actual","DBD",190
"Europe","Portugal",2007,10.6,"Actual","DBD",252
"Europe","Portugal",2007,10.6,"Actual","DCD",0
"Europe","Portugal",2008,10.7,"Actual","DBD",283
"Europe","Portugal",2009,10.7,"Actual","DBD",329
"Europe","Portugal",2009,10.7,"Actual","DCD",0
"Europe","Portugal",2009,10.7,"Utilized","DBD",319
"Europe","Portugal",2009,10.7,"Utilized","DCD",0
"Europe","Portugal",2010,10.7,"Actual","DBD",323
"Europe","Portugal",2010,10.7,"Actual","DCD",0
"Europe","Portugal",2011,10.7,"Actual","DBD",301
"Europe","Portugal",2011,10.7,"Actual","DCD",0
"Europe","Portugal",2012,10.7,"Actual","DBD",252
"Europe","Portugal",2012,10.7,"Actual","DCD",0
"Europe","Portugal",2013,10.6,"Actual","DBD",295
